;Papel;Cotação;P/L;P/VP;PSR;Div.Yield;P/Ativo;P/Cap.Giro;P/EBIT;P/Ativ Circ.Liq;EV/EBIT;EV/EBITDA;Mrg Ebit;Mrg. Líq.;Liq. Corr.;ROIC;ROE;Liq.2meses;Patrim. Líq;Dív.Brut/ Patrim.;Cresc. Rec.5a;21
387;SYNE3;4,16;0,50;0,38;0,271;0,00%;0,135;0,93;0,41;-0,61;0,96;0,92;66,19%;58,61%;4,61;37,58%;76,79%;3.159.650,00;1.652.140.000,00;0,86;38,25%;
388;FCAP3;0,62;0,52;0,11;0,000;0,00%;0,089;0,00;-6,18;0,00;-15,27;-15,27;0,00%;0,00%;0,00;0,00%;21,83%;0,00;107.134.000,00;0,00;0,00%;
389;FCAP4;0,70;0,58;0,13;0,000;0,00%;0,100;0,00;-6,98;0,00;-16,07;-16,07;0,00%;0,00%;0,00;0,00%;21,83%;0,00;107.134.000,00;0,00;0,00%;
390;MGEL3;25,00;0,59;-0,84;0,157;0,00%;0,226;0,67;1,37;-0,33;7,44;6,30;11,46%;26,63%;2,32;20,08%;-142,94%;0,00;-171.480.000,00;-4,08;18,07%;
391;GSHP3;23,65;0,68;-0,08;0,323;0,00%;0,030;2,32;0,90;-0,03;31,27;29,42;35,85%;47,33%;1,08;3,45%;-11,90%;2.676,81;-560.989.000,00;-2,82;-18,01%;
392;EPAR4;3,30;0,69;0,49;0,052;0,00%;0,188;0,60;0,82;2,86;1,06;0,86;6,37%;7,57%;1,84;34,18%;71,33%;0,00;99.297.000,00;0,63;39,96%;
393;TARP11;18,02;0,82;0,25;26,009;0,00%;0,245;0,00;197,74;0,00;195,29;195,29;13,15%;3.170,05%;0,00;0,00%;29,89%;0,00;678.212.000,00;0,00;-71,36%;
394;SUZB6;17,88;1,12;0,96;0,582;0,00%;0,216;1,01;1,45;-0,44;4,42;3,12;40,18%;51,88%;4,12;18,49%;85,78%;0,00;25.282.200.000,00;2,72;39,36%;
395;USIM3;8,40;1,13;0,46;0,305;20,76%;0,269;0,73;1,12;1,71;1,01;0,92;27,13%;29,31%;3,69;31,46%;40,68%;5.651.950,00;22.934.500.000,00;0,24;28,37%;
396;USIM5;8,87;1,19;0,48;0,322;21,62%;0,284;0,78;1,19;1,80;1,07;0,97;27,13%;29,31%;3,69;31,46%;40,68%;190.847.000,00;22.934.500.000,00;0,24;28,37%;
397;FHER3;17,85;1,20;1,48;0,201;0,00%;0,364;1,06;1,27;-5,46;1,70;1,64;15,87%;16,79%;2,00;32,31%;124,03%;8.592.230,00;647.455.000,00;0,54;-0,97%;
398;TSPP4;9,05;1,24;0,37;0,188;0,00%;0,162;-4,02;0,85;-0,65;1,30;1,30;22,01%;15,20%;0,89;23,92%;29,88%;0,00;9.816.290.000,00;0,35;13,06%;
399;BRAP3;22,98;1,24;1,18;0,000;36,38%;1,171;10,57;-332,93;10,58;-299,56;-299,56;0,00%;0,00%;17,83;-0,40%;95,29%;2.943.690,00;7.663.710.000,00;0,00;0,00%;
400;BRKM6;25,00;1,30;1,72;0,182;2,42%;0,229;1,30;0,80;-0,54;1,56;1,33;22,70%;14,13%;1,63;39,71%;132,56%;1.057,70;11.598.700.000,00;2,68;19,15%;
401;SUZB5;21,13;1,33;1,14;0,688;0,00%;0,255;1,20;1,71;-0,52;4,68;3,31;40,18%;51,88%;4,12;18,49%;85,78%;0,00;25.282.200.000,00;2,72;39,36%;
402;EBEN4;17,51;1,35;0,47;0,104;0,00%;0,096;0,77;0,78;-0,24;2,98;2,55;13,37%;7,66%;1,45;14,95%;34,97%;0,00;1.446.750.000,00;1,83;11,64%;
403;BAZA3;39,00;1,36;0,36;0,000;17,55%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;26,37%;108.612,00;3.220.180.000,00;0,00;9,80%;
404;BRAP4;25,42;1,37;1,30;0,000;36,18%;1,295;11,69;-368,28;11,70;-334,91;-334,91;0,00%;0,00%;17,83;-0,40%;95,29%;82.672.100,00;7.663.710.000,00;0,00;0,00%;
405;BNBR4;27,01;1,41;0,29;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;20,81%;0,00;7.935.020.000,00;0,00;19,46%;
406;VALE5;33,36;1,47;0,94;0,594;0,00%;0,378;7,34;1,03;-1,00;1,17;1,07;57,75%;40,69%;1,33;42,49%;63,77%;0,00;178.314.000.000,00;0,37;27,95%;
407;EUCA4;8,32;1,50;0,39;0,306;3,40%;0,224;1,71;1,51;-2,58;2,33;1,81;20,32%;17,94%;1,62;16,33%;26,15%;376.450,00;1.962.860.000,00;0,25;20,17%;
408;MTBR3;0,99;1,64;0,74;0,130;0,00%;0,176;8,74;1,74;-4,24;1,54;1,26;7,50%;7,95%;1,03;23,46%;44,88%;0,00;2.017.060.000,00;0,58;9,66%;
409;MNPR4;4,63;1,66;-0,10;0,100;0,00%;0,122;-0,08;0,69;-0,07;0,70;0,61;14,54%;6,03%;0,25;18,72%;-5,72%;0,00;-345.565.000,00;-0,00;14,32%;
410;PTBL4;2,59;1,71;0,89;0,181;0,00%;0,175;1,24;1,00;-0,53;2,39;1,97;18,05%;10,56%;1,42;24,28%;52,24%;0,00;408.565.000,00;1,78;18,31%;
411;TSPP3;12,60;1,72;0,51;0,262;0,00%;0,225;-5,59;1,19;-0,91;1,63;1,63;22,01%;15,20%;0,89;23,92%;29,88%;0,00;9.816.290.000,00;0,35;13,06%;
412;MTBR4;1,05;1,74;0,78;0,138;0,00%;0,187;9,27;1,84;-4,50;1,65;1,34;7,50%;7,95%;1,03;23,46%;44,88%;0,00;2.017.060.000,00;0,58;9,66%;
413;HBTS5;37,00;1,75;0,71;1,172;3,12%;0,248;-33,87;2,64;-0,45;4,19;4,16;44,45%;67,15%;0,93;9,75%;40,59%;3.401,70;476.819.000,00;0,50;71,55%;
414;BRKM5;35,09;1,82;2,41;0,255;26,32%;0,322;1,82;1,12;-0,76;1,88;1,61;22,70%;14,13%;1,63;39,71%;132,56%;97.736.700,00;11.598.700.000,00;2,68;19,15%;
415;BRKM3;35,57;1,84;2,44;0,259;25,96%;0,326;1,84;1,14;-0,77;1,90;1,62;22,70%;14,13%;1,63;39,71%;132,56%;394.737,00;11.598.700.000,00;2,68;19,15%;
416;CPFG4;12,26;1,85;0,50;0,518;0,00%;0,145;-8,78;1,05;-0,39;1,96;1,46;49,32%;45,80%;0,90;15,32%;27,27%;0,00;4.424.930.000,00;0,73;8,22%;
417;PLIM4;0,59;1,89;0,03;0,020;0,00%;0,016;-0,51;0,17;-0,05;1,50;0,65;11,93%;1,55%;0,80;10,95%;1,72%;0,00;6.812.390.000,00;0,28;66,63%;
418;CPFG3;12,65;1,91;0,52;0,534;0,00%;0,149;-9,06;1,08;-0,41;1,99;1,49;49,32%;45,80%;0,90;15,32%;27,27%;0,00;4.424.930.000,00;0,73;8,22%;
419;USIM6;14,50;1,95;0,79;0,526;13,23%;0,465;1,27;1,94;2,95;1,83;1,66;27,13%;29,31%;3,69;31,46%;40,68%;145,74;22.934.500.000,00;0,24;28,37%;
420;GOAU3;9,39;1,95;0,70;0,124;25,77%;0,141;0,49;0,51;1,78;0,73;0,65;24,36%;19,48%;2,49;35,87%;35,71%;1.783.300,00;14.650.200.000,00;0,87;17,45%;
421;GGBR3;18,44;1,99;0,75;0,385;17,95%;0,443;1,59;1,58;6,45;1,84;1,63;24,38%;19,47%;2,43;35,92%;37,72%;1.311.050,00;42.328.400.000,00;0,30;17,45%;
422;ESCE3;172,00;1,99;0,66;0,185;0,00%;0,153;2,58;1,11;-0,37;3,16;2,72;16,70%;9,28%;1,20;16,31%;33,20%;0,00;1.529.170.000,00;1,56;13,80%;
423;GOAU4;9,90;2,06;0,73;0,131;24,44%;0,149;0,52;0,54;1,88;0,76;0,67;24,36%;19,48%;2,49;35,87%;35,71%;107.475.000,00;14.650.200.000,00;0,87;17,45%;
424;CTKA4;10,51;2,10;-0,43;0,111;0,00%;0,103;0,36;1,28;-0,19;12,37;9,68;8,69%;5,31%;1,71;9,14%;-20,53%;7.216,72;-151.344.000,00;-3,80;16,66%;
425;CALI3;6,50;2,11;1,57;0,158;13,29%;0,056;0,17;1,68;-0,18;16,16;15,56;9,39%;7,49%;1,97;3,89%;74,38%;7.210,56;7.713.000,00;13,80;86,79%;
426;MRFG3;13,21;2,19;2,72;0,101;24,77%;0,188;1,90;0,65;-0,41;2,20;1,98;15,46%;7,33%;1,29;41,81%;124,16%;115.851.000,00;3.359.720.000,00;9,79;48,55%;
427;PCAR3;17,92;2,31;0,34;0,099;1,98%;0,108;3,54;1,42;-0,35;2,81;1,76;6,96%;4,62%;1,11;9,82%;14,62%;40.392.000,00;14.283.000.000,00;0,58;0,05%;
428;EUCA3;12,91;2,33;0,61;0,475;1,99%;0,347;2,65;2,34;-4,00;3,16;2,46;20,32%;17,94%;1,62;16,33%;26,15%;19.068,20;1.962.860.000,00;0,25;20,17%;
429;ELPL4;15,98;2,37;1,18;0,151;0,00%;0,094;4,29;1,17;-0,15;3,39;2,67;12,88%;6,38%;1,08;8,95%;49,90%;0,00;2.669.610.000,00;2,75;10,13%;
430;MNPR3;6,65;2,39;-0,14;0,144;0,00%;0,175;-0,12;0,99;-0,10;1,00;0,88;14,54%;6,03%;0,25;18,72%;-5,72%;41.177,40;-345.565.000,00;-0,00;14,32%;
431;ETER4;9,85;2,40;1,00;0,547;0,00%;0,571;1,08;2,33;1,91;1,56;1,47;23,45%;22,77%;3,57;33,64%;41,82%;0,00;605.502.000,00;0,06;17,40%;
432;CLSC5;39,01;2,41;0,53;0,131;0,00%;0,116;1,15;1,82;-0,28;2,88;2,21;7,20%;5,43%;1,38;8,01%;21,92%;0,00;2.846.530.000,00;0,91;11,02%;
433;FRTA3;3,13;2,46;-0,10;0,450;0,00%;0,187;-0,08;-2,94;-0,07;-30,47;-30,47;-15,32%;18,28%;0,08;-7,54%;-4,12%;6.672,07;-63.392.000,00;-0,96;-12,98%;
434;PETR4;28,48;2,48;0,86;0,731;40,44%;0,372;5,36;1,69;-1,03;2,55;1,92;43,33%;29,67%;1,53;24,94%;34,56%;2.334.870.000,00;434.194.000.000,00;0,64;9,36%;
435;CTPC4;6,50;2,48;0,03;0,000;0,00%;0,003;0,00;-0,55;0,00;-2,44;-2,44;0,00%;0,00%;0,00;0,00%;1,41%;0,00;2.411.000,00;0,00;-6,10%;
436;CSNA3;15,52;2,50;0,94;0,431;14,43%;0,274;1,64;1,15;-1,13;2,00;1,77;37,33%;19,39%;1,65;33,34%;37,59%;234.887.000,00;21.883.300.000,00;1,41;25,26%;
437;ETER3;10,30;2,51;1,05;0,572;6,17%;0,597;1,13;2,44;1,99;1,67;1,57;23,45%;22,77%;3,57;33,64%;41,82%;13.519.700,00;605.502.000,00;0,06;17,40%;
438;CEAB3;2,57;2,52;0,28;0,142;0,00%;0,096;0,64;-7,26;-0,44;-16,85;10,64;-1,96%;5,65%;1,52;-1,73%;11,14%;13.181.500,00;2.825.950.000,00;0,61;-6,00%;
439;GGBR4;23,50;2,53;0,95;0,491;14,09%;0,565;2,02;2,01;8,22;2,27;2,02;24,38%;19,47%;2,43;35,92%;37,72%;388.967.000,00;42.328.400.000,00;0,30;17,45%;
440;EPAR3;12,08;2,53;1,81;0,192;0,00%;0,687;2,20;3,01;10,46;3,25;2,65;6,37%;7,57%;1,84;34,18%;71,33%;19.254,40;99.297.000,00;0,63;39,96%;
441;HAGA4;1,28;2,60;-0,24;0,430;0,00%;0,255;0,77;-67,59;-0,21;-23,67;3,83;-0,64%;16,55%;1,67;-1,07%;-9,36%;31.611,90;-62.615.200,00;-0,43;13,98%;
442;PETR3;30,92;2,69;0,93;0,794;37,25%;0,404;5,82;1,83;-1,11;2,69;2,03;43,33%;29,67%;1,53;24,94%;34,56%;543.152.000,00;434.194.000.000,00;0,64;9,36%;
443;TASA4;17,27;2,69;2,32;0,716;9,41%;0,985;3,89;2,23;8,41;2,44;2,37;32,14%;26,59%;1,58;57,32%;86,01%;18.258.700,00;885.921.000,00;0,60;40,39%;
444;TASA3;17,65;2,75;2,37;0,732;9,20%;1,006;3,98;2,28;8,60;2,49;2,41;32,14%;26,59%;1,58;57,32%;86,01%;784.540,00;885.921.000,00;0,60;40,39%;
445;HBRE3;4,35;2,81;0,24;4,362;0,00%;0,119;1,56;1,40;-0,49;3,48;3,47;312,07%;180,93%;2,23;9,56%;8,47%;283.813,00;1.888.280.000,00;0,57;33,73%;
446;CGRA4;28,35;2,97;0,71;0,831;12,38%;0,495;1,85;3,95;2,99;3,69;3,29;21,03%;28,00%;2,33;14,57%;23,93%;448.165,00;771.112.000,00;0,03;8,14%;
447;JBSS3;31,70;2,98;1,63;0,192;10,14%;0,372;3,22;2,03;-1,04;3,90;3,07;9,48%;6,50%;1,41;24,24%;54,61%;258.905.000,00;43.186.100.000,00;1,94;22,51%;
448;CGRA3;28,66;3,00;0,72;0,840;12,24%;0,500;1,87;3,99;3,03;3,73;3,32;21,03%;28,00%;2,33;14,57%;23,93%;341.549,00;771.112.000,00;0,03;8,14%;
449;MARI3;2,93;3,04;0,76;0,346;0,00%;0,384;0,95;4,99;1,65;4,89;4,89;6,94%;11,37%;2,23;10,67%;25,13%;0,00;706.711.000,00;0,32;11,89%;
450;SUZB3;48,99;3,07;2,64;1,595;2,72%;0,590;2,77;3,97;-1,20;6,94;4,90;40,18%;51,88%;4,12;18,49%;85,78%;286.061.000,00;25.282.200.000,00;2,72;39,36%;
451;LUXM3;10,00;3,17;0,51;0,375;0,00%;0,342;-50,35;1,98;-2,01;2,19;1,36;18,95%;11,84%;0,96;19,03%;16,02%;0,00;102.315.000,00;0,15;3,00%;
452;DEXP4;7,23;3,24;1,37;0,333;5,61%;0,484;1,27;2,75;4,64;3,48;3,16;12,10%;12,24%;2,29;22,90%;42,21%;29.144,70;496.657.000,00;0,80;35,07%;
453;ENAT3;16,75;3,27;1,12;1,975;10,20%;0,728;2,40;5,92;5,90;3,54;1,64;33,36%;60,44%;2,79;22,70%;34,18%;49.567.500,00;3.984.900.000,00;0,15;33,61%;
454;AZUL4;11,72;3,29;-0,26;0,360;0,00%;0,229;-0,60;3,34;-0,14;19,61;8,13;10,76%;10,94%;0,43;8,70%;-7,93%;146.371.000,00;-15.638.800.000,00;-1,39;-0,21%;
455;DEXP3;7,42;3,33;1,40;0,341;5,19%;0,496;1,30;2,82;4,76;3,55;3,23;12,10%;12,24%;2,29;22,90%;42,21%;2.622.250,00;496.657.000,00;0,80;35,07%;
456;VALE3;77,18;3,39;2,16;1,373;16,15%;0,874;16,98;2,38;-2,31;2,52;2,30;57,75%;40,69%;1,33;42,49%;63,77%;2.257.450.000,00;178.314.000.000,00;0,37;27,95%;
457;CLSC3;55,00;3,40;0,75;0,185;8,10%;0,164;1,62;2,56;-0,40;3,63;2,78;7,20%;5,43%;1,38;8,01%;21,92%;14.488,00;2.846.530.000,00;0,91;11,02%;
458;CLSC4;55,37;3,42;0,75;0,186;9,69%;0,165;1,63;2,58;-0,40;3,64;2,80;7,20%;5,43%;1,38;8,01%;21,92%;367.727,00;2.846.530.000,00;0,91;11,02%;
459;TKNO4;79,93;3,43;0,96;0,709;10,82%;0,667;2,00;4,76;2,24;3,92;3,54;14,88%;20,65%;2,24;18,65%;27,96%;371,81;245.645.000,00;0,06;25,42%;
460;ALLD3;9,89;3,49;0,60;0,154;13,39%;0,232;1,02;3,40;2,75;4,46;3,52;4,54%;4,42%;1,48;11,79%;17,24%;954.677,00;1.533.190.000,00;0,26;19,22%;
461;CPLE3;6,20;3,51;0,75;0,690;17,15%;0,337;4,66;4,38;-1,09;6,40;4,94;15,76%;20,02%;1,44;8,76%;21,47%;6.351.420,00;22.501.400.000,00;0,53;14,39%;
462;PTNT4;6,07;3,54;0,89;0,348;3,34%;0,396;1,66;4,73;6,06;6,86;4,44;7,37%;9,91%;1,82;10,45%;25,25%;113.215,00;326.599.000,00;0,56;13,47%;
463;BNBR3;68,00;3,56;0,74;0,000;6,63%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;20,81%;11.942,60;7.935.020.000,00;0,00;19,46%;
464;PTPA3;76,50;3,69;1,14;0,505;0,00%;0,375;2,28;3,63;-1,27;7,06;5,33;13,93%;13,69%;1,79;13,27%;30,85%;0,00;1.201.690.000,00;1,59;18,08%;
465;MYPK3;15,57;3,71;0,67;0,161;10,53%;0,177;1,36;2,03;-0,88;5,69;3,89;7,94%;4,97%;1,34;11,59%;17,95%;23.101.500,00;3.597.670.000,00;1,58;13,02%;
466;EALT4;6,86;3,73;0,82;0,354;18,31%;0,309;18,56;3,13;-1,30;5,24;4,03;11,34%;9,51%;1,05;11,02%;21,92%;118.877,00;188.886.000,00;0,60;16,81%;
467;REDE4;2,90;3,76;1,46;0,376;0,00%;0,246;2,61;1,66;-0,52;3,91;3,33;22,62%;13,38%;1,47;16,77%;38,90%;0,00;4.186.380.000,00;2,39;13,19%;
468;CPLE11;33,25;3,77;0,81;0,740;0,00%;0,362;5,00;4,70;-1,17;6,72;5,19;15,76%;20,02%;1,44;8,76%;21,47%;11.537.400,00;22.501.400.000,00;0,53;14,39%;
469;BOBR3;1,00;3,80;-1,28;0,213;0,00%;0,310;-1,05;7,68;-0,39;16,31;9,79;2,78%;5,61%;0,60;6,14%;-33,76%;0,00;-202.950.000,00;-1,63;3,06%;
470;AGRO3;23,76;3,83;0,99;1,263;19,52%;0,696;1,71;3,16;3,18;3,25;2,84;39,92%;32,93%;4,91;27,85%;25,69%;19.400.900,00;2.469.380.000,00;0,26;52,31%;
471;CYRE4;8,50;3,84;0,53;0,677;0,00%;0,239;0,63;4,20;4,53;6,06;5,56;16,13%;19,52%;3,13;6,85%;13,90%;0,00;6.357.090.000,00;0,58;17,26%;
472;CPLE6;6,79;3,85;0,83;0,756;17,22%;0,369;5,10;4,79;-1,20;6,82;5,26;15,76%;20,02%;1,44;8,76%;21,47%;66.450.000,00;22.501.400.000,00;0,53;14,39%;
473;PTPA4;80,00;3,86;1,19;0,528;0,00%;0,392;2,38;3,79;-1,33;7,23;5,45;13,93%;13,69%;1,79;13,27%;30,85%;0,00;1.201.690.000,00;1,59;18,08%;
474;DMMO3;1,46;3,92;-1,63;3,402;0,00%;2,801;32,19;6,81;-1,25;6,54;5,43;49,93%;86,85%;1,22;46,70%;-41,51%;28.319.200,00;-457.700.000,00;-0,00;-19,49%;
475;UNIP3;81,63;3,94;3,21;1,235;14,40%;1,313;5,20;3,45;-15,34;3,27;3,00;35,83%;31,65%;2,02;57,45%;81,47%;3.473.100,00;2.642.370.000,00;0,54;19,82%;
476;JHSF3;5,70;3,96;0,84;1,858;6,10%;0,452;3,23;3,45;-2,00;4,69;4,48;53,80%;45,89%;2,57;14,17%;21,27%;20.053.400,00;4.599.010.000,00;0,45;56,90%;
477;EALT3;7,31;3,97;0,87;0,378;15,62%;0,329;19,78;3,33;-1,39;5,44;4,19;11,34%;9,51%;1,05;11,02%;21,92%;4.102,88;188.886.000,00;0,60;16,81%;
478;ROMI3;11,74;4,03;0,91;0,595;8,32%;0,448;1,48;4,07;4,92;6,08;5,02;14,61%;14,79%;2,03;13,02%;22,50%;4.814.190,00;948.928.000,00;0,61;21,09%;
479;VINE3;17,20;4,04;0,65;0,577;0,00%;0,340;1,38;4,52;7,60;7,40;5,54;12,76%;14,42%;1,91;8,62%;16,14%;0,00;1.118.520.000,00;0,60;2,21%;
480;HBOR3;2,55;4,04;0,25;0,372;7,09%;0,076;0,19;4,75;4,71;18,77;14,74;7,82%;14,37%;2,98;1,76%;6,29%;1.738.710,00;1.342.810.000,00;1,00;19,86%;
481;NEOE3;13,76;4,04;0,67;0,374;5,80%;0,190;4,36;1,72;-0,42;5,22;4,29;21,67%;9,54%;1,20;12,41%;16,58%;29.918.700,00;24.913.000.000,00;1,58;17,38%;
482;DAYC4;8,90;4,12;0,71;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;17,33%;0,00;3.009.030.000,00;0,00;8,15%;
483;RAPT3;8,69;4,12;1,09;0,297;7,49%;0,257;0,90;2,24;-3,99;4,54;3,84;13,31%;9,09%;1,83;15,96%;26,44%;157.670,00;2.624.880.000,00;1,85;27,94%;
484;NUTR3;250,00;4,13;1,34;0,240;0,00%;0,391;1,01;3,58;-9,95;4,21;3,99;6,71%;5,82%;2,38;12,99%;32,40%;0,00;24.688.000,00;0,36;34,28%;
485;PLPL3;2,17;4,14;1,33;0,348;7,43%;0,322;0,45;1,51;2,44;1,97;1,87;23,03%;8,40%;4,90;28,71%;32,25%;1.549.970,00;332.093.000,00;1,24;25,53%;
486;VINE5;17,64;4,14;0,67;0,592;0,00%;0,349;1,41;4,64;7,80;7,52;5,63;12,76%;14,42%;1,91;8,62%;16,14%;0,00;1.118.520.000,00;0,60;2,21%;
487;PEAB3;50,30;4,14;0,95;20,447;23,57%;0,821;2,12;-36,62;2,84;-21,05;-25,57;-55,84%;494,35%;10,78;-3,62%;22,98%;4.801,12;679.035.000,00;0,03;-46,14%;
488;RANI4;5,50;4,14;1,34;0,852;0,00%;0,585;2,50;2,80;-2,83;3,75;3,16;30,38%;20,56%;2,93;26,68%;32,23%;0,00;1.057.360.000,00;0,84;15,59%;
489;CTSA4;0,78;4,15;0,29;0,144;7,65%;0,134;5,46;3,26;-0,85;9,62;6,73;4,43%;3,47%;1,07;4,68%;6,93%;56.133,10;301.441.000,00;0,60;8,17%;
490;DXCO3;9,80;4,20;1,35;0,874;11,88%;0,527;6,13;4,66;-2,14;6,62;4,55;18,77%;20,82%;1,31;14,48%;32,27%;35.450.000,00;5.504.040.000,00;0,86;19,13%;
491;BGIP4;19,80;4,22;0,53;0,000;7,27%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;12,52%;24.199,10;573.281.000,00;0,00;1,89%;
492;CRIV3;3,27;4,24;0,32;0,000;0,77%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;7,55%;11.456,30;1.050.760.000,00;0,00;-0,27%;
493;CMIN3;3,71;4,29;1,38;1,177;24,06%;0,846;3,30;2,45;47,06;2,18;1,98;48,05%;27,45%;2,73;50,79%;32,21%;38.337.200,00;14.739.900.000,00;0,29;-1,78%;
494;UNIP5;88,92;4,29;3,50;1,346;14,54%;1,431;5,66;3,76;-16,71;3,58;3,28;35,83%;31,65%;2,02;57,45%;81,47%;11.410,10;2.642.370.000,00;0,54;19,82%;
495;BBAS3;33,13;4,32;0,67;0,000;9,23%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;15,49%;557.463.000,00;141.977.000.000,00;0,00;9,71%;
496;SAPR3;3,51;4,34;0,65;0,985;6,13%;0,339;4,00;2,47;-1,11;3,93;3,31;39,93%;22,71%;1,94;15,61%;15,07%;925.527,00;8.118.290.000,00;0,58;7,66%;
497;UNIP6;89,98;4,34;3,54;1,362;14,37%;1,448;5,73;3,80;-16,91;3,63;3,32;35,83%;31,65%;2,02;57,45%;81,47%;21.910.400,00;2.642.370.000,00;0,54;19,82%;
498;SAPR11;17,70;4,37;0,66;0,993;6,56%;0,342;4,04;2,49;-1,12;3,95;3,32;39,93%;22,71%;1,94;15,61%;15,07%;23.210.200,00;8.118.290.000,00;0,58;7,66%;
499;POMO3;2,24;4,42;0,73;0,585;1,65%;0,317;1,36;-67,19;-10,64;-102,97;43,70;-0,87%;13,00%;1,79;-0,63%;16,41%;303.008,00;2.920.830.000,00;0,81;1,10%;
500;SAPR4;3,60;4,45;0,67;1,010;6,57%;0,348;4,11;2,53;-1,14;3,99;3,36;39,93%;22,71%;1,94;15,61%;15,07%;7.340.540,00;8.118.290.000,00;0,58;7,66%;
501;ELPL6;30,20;4,48;2,23;0,285;0,00%;0,178;8,12;2,22;-0,29;4,43;3,49;12,88%;6,38%;1,08;8,95%;49,90%;0,00;2.669.610.000,00;2,75;10,13%;
502;SJOS3;1,19;4,50;-0,10;5,489;0,00%;3,894;-0,11;16,63;-0,10;48,25;48,25;33,00%;121,90%;0,02;-2,35%;-2,18%;0,00;-163.394.000,00;-0,19;-12,21%;
503;ELPL5;30,50;4,52;2,26;0,288;0,00%;0,180;8,20;2,24;-0,30;4,45;3,50;12,88%;6,38%;1,08;8,95%;49,90%;0,00;2.669.610.000,00;2,75;10,13%;
504;BRSR6;9,22;4,52;0,42;0,000;12,75%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;9,27%;22.991.400,00;8.991.120.000,00;0,00;5,35%;
505;CRPG5;32,79;4,54;1,09;1,015;14,20%;0,841;1,80;4,64;2,28;3,98;3,43;21,89%;22,34%;4,62;21,76%;23,88%;337.795,00;876.876.000,00;0,00;12,08%;
506;AZEV4;2,26;4,60;1,04;0,836;0,00%;0,270;-15,65;-7,27;-0,61;-8,03;-15,58;-11,50%;18,16%;0,95;-4,18%;22,53%;727.467,00;118.646.000,00;0,26;14,83%;
507;MLAS3;4,25;4,64;0,83;0,789;2,90%;0,550;0,93;17,06;1,11;17,10;14,08;4,62%;17,02%;3,36;4,18%;17,99%;7.372.200,00;4.179.710.000,00;0,18;0,00%;
508;RAPT4;9,91;4,70;1,24;0,339;6,57%;0,294;1,03;2,55;-4,55;4,85;4,11;13,31%;9,09%;1,83;15,96%;26,44%;22.489.600,00;2.624.880.000,00;1,85;27,94%;
509;CRPG6;33,99;4,71;1,12;1,053;13,70%;0,872;1,87;4,81;2,36;4,15;3,57;21,89%;22,34%;4,62;21,76%;23,88%;10.724,10;876.876.000,00;0,00;12,08%;
510;VCPA4;26,01;4,72;1,02;0,789;0,00%;0,353;3,76;2,01;-1,00;4,05;2,99;39,18%;16,75%;1,46;22,95%;21,57%;0,00;14.149.000.000,00;1,46;22,71%;
511;CMIG4;10,28;4,73;1,09;0,658;10,98%;0,443;7,86;3,67;-1,27;4,88;4,14;17,95%;13,92%;1,30;13,29%;23,15%;118.141.000,00;20.667.000.000,00;0,48;10,86%;
512;FESA4;45,44;4,80;1,53;1,538;7,08%;1,120;3,54;3,97;6,72;3,60;3,11;38,76%;32,04%;3,72;37,51%;31,82%;18.129.100,00;2.627.850.000,00;0,15;20,83%;
513;PTBL3;7,27;4,80;2,51;0,507;10,46%;0,492;3,48;2,81;-1,49;4,19;3,47;18,05%;10,56%;1,42;24,28%;52,24%;4.772.370,00;408.565.000,00;1,78;18,31%;
514;BOBR4;1,27;4,83;-1,63;0,271;0,00%;0,394;-1,33;9,75;-0,50;18,38;11,03;2,78%;5,61%;0,60;6,14%;-33,76%;36.888,80;-202.950.000,00;-1,63;3,06%;
515;POSI3;5,93;4,85;0,76;0,226;5,74%;0,203;0,59;3,18;1,77;5,64;4,83;7,11%;4,72%;1,69;10,75%;15,74%;18.945.400,00;1.101.320.000,00;1,16;17,76%;
516;FESA3;46,44;4,91;1,56;1,572;6,30%;1,145;3,62;4,05;6,87;3,69;3,19;38,76%;32,04%;3,72;37,51%;31,82%;16.973,50;2.627.850.000,00;0,15;20,83%;
517;MOVI3;13,14;4,92;1,47;0,733;2,57%;0,227;1,11;2,15;-0,47;5,87;4,67;34,07%;14,91%;2,25;16,29%;29,87%;38.867.800,00;3.241.290.000,00;4,28;25,72%;
518;ENGI4;6,84;4,96;1,39;0,446;8,33%;0,232;6,11;2,21;-0,42;5,56;4,54;20,17%;9,97%;1,17;12,05%;28,09%;129.275,00;8.915.060.000,00;2,65;16,88%;
519;UCAS3;2,43;4,96;0,90;0,677;4,44%;0,512;5,30;6,09;13,20;4,32;3,16;11,13%;13,65%;1,26;10,75%;18,21%;330.854,00;177.759.000,00;0,08;10,60%;
